"","tp_tid","ra_tid","taibnet_namecode","uuid","rank","class","class_c","order","order_c","family","family_c","genus","genus_c","name","name_c","is_endemic","is_alien","is_protected"
"366",380539,380539,380539,"b1ea8557-7dfb-4cce-a3bc-bfc9d3dfa19b","species","Mammalia","哺乳綱","Cetacea","鯨目","Delphinidae","海豚科","Peponocephala","瓜頭鯨屬","Peponocephala electra","瓜頭鯨","","",""
"367",380540,380540,380540,"24dfe25f-2210-4085-b270-4b0c483d8c6e","species","Mammalia","哺乳綱","Cetacea","鯨目","Delphinidae","海豚科","Pseudorca","偽虎鯨屬","Pseudorca crassidens","偽虎鯨","","",""
"368",380541,380541,380541,"c3b4ff09-9126-44a2-a420-35ddedb79369","species","Mammalia","哺乳綱","Cetacea","鯨目","Delphinidae","海豚科","Sousa","駝海豚屬","Sousa chinensis","中華白海豚","","","Y"
"369",380542,380542,380542,"1f1f655d-1522-48bf-82ea-d0fc92c36d5b","species","Mammalia","哺乳綱","Cetacea","鯨目","Delphinidae","海豚科","Stenella","原海豚屬","Stenella attenuata","熱帶斑海豚","","",""
"370",380543,380543,380543,"adae1946-cffe-465a-a1fe-520915600c6e","species","Mammalia","哺乳綱","Cetacea","鯨目","Delphinidae","海豚科","Stenella","原海豚屬","Stenella coeruleoalba","條紋海豚","","",""
"371",380544,380544,380544,"020aa3aa-b69b-4198-992a-8c8f8eede9c0","species","Mammalia","哺乳綱","Cetacea","鯨目","Delphinidae","海豚科","Stenella","原海豚屬","Stenella longirostris","長吻飛旋海豚","","",""
"372",380545,380545,380545,"4f7a7d42-eb80-4370-81e6-8da56c5c38e2","species","Mammalia","哺乳綱","Cetacea","鯨目","Delphinidae","海豚科","Steno","糙齒海豚屬","Steno bredanensis","糙齒海豚","","",""
"373",380546,380546,380546,"9b6dbed3-9205-40f5-95f8-d36baa8c7ba4","species","Mammalia","哺乳綱","Cetacea","鯨目","Delphinidae","海豚科","Tursiops","寬吻海豚屬","Tursiops aduncus","印太瓶鼻海豚","","","Y"
"374",380547,380547,380547,"21a8c039-f798-4ead-9331-fb522862aeeb","species","Mammalia","哺乳綱","Cetacea","鯨目","Delphinidae","海豚科","Tursiops","寬吻海豚屬","Tursiops truncatus","瓶鼻海豚","","","Y"
"375",380548,380548,380548,"75093e12-40f3-4467-8fdd-2c8bd127325a","species","Mammalia","哺乳綱","Cetacea","鯨目","Eschrichtiidae","灰鯨科","Eschrichtius","灰鯨屬","Eschrichtius robustus","灰鯨","","","Y"
"376",380549,380549,380549,"ef7b7132-e20a-4b35-829a-b5b8512dac85","species","Mammalia","哺乳綱","Cetacea","鯨目","Kogiidae","小抹香鯨科","Kogia","小抹香鯨屬","Kogia breviceps","小抹香鯨","","",""
"377",380550,380550,380550,"dc3dfcea-e2d5-4d41-8575-1e04c9f4bbdb","species","Mammalia","哺乳綱","Cetacea","鯨目","Kogiidae","小抹香鯨科","Kogia","小抹香鯨屬","Kogia sima","侏儒抹香鯨","","",""
"378",380551,380551,380551,"fb177ad6-769a-42e3-995f-5594e899c76f","species","Mammalia","哺乳綱","Cetacea","鯨目","Phocoenidae","鼠海豚科","Neophocaena","江豚屬","Neophocaena phocaenoides","江豚","","","Y"
"379",380552,380552,380552,"40119379-861d-4e93-b566-e90901be88bd","species","Mammalia","哺乳綱","Cetacea","鯨目","Physeteridae","抹香鯨科","Physeter","抹香鯨屬","Physeter macrocephalus","抹香鯨","","","Y"
"380",380554,380554,380554,"ce68a0a5-7884-4ccd-a227-3a1a3699d907","species","Mammalia","哺乳綱","Cetacea","鯨目","Ziphiidae","喙鯨科","Mesoplodon","中喙鯨屬","Mesoplodon densirostris","柏氏中喙鯨","","",""
"381",380555,380555,380555,"ba532919-8c78-44dd-9230-77524d89c913","species","Mammalia","哺乳綱","Cetacea","鯨目","Ziphiidae","喙鯨科","Mesoplodon","中喙鯨屬","Mesoplodon ginkgodens","銀杏齒中喙鯨","","",""
"382",380556,380556,380556,"078b0a92-6948-46dd-a3d8-e3caad02401b","species","Mammalia","哺乳綱","Cetacea","鯨目","Ziphiidae","喙鯨科","Ziphius","喙鯨屬","Ziphius cavirostris","柯氏喙鯨","","",""
"383",380557,380557,380557,"c2a0ef00-569b-479f-8cfd-bb467fb8f45f","infraspecies","Mammalia","哺乳綱","Chiroptera","翼手目","Hipposideridae","葉鼻蝠科","Coelops","無尾葉鼻蝠屬","Coelops frithii formosanus","臺灣無尾葉鼻蝠","Y","","Y"
"384",380560,380560,380560,"280e0314-7d54-41ab-8c19-027dee079334","infraspecies","Mammalia","哺乳綱","Chiroptera","翼手目","Pteropodidae","大蝙蝠科","Pteropus","狐蝠屬","Pteropus dasymallus formosus","臺灣狐蝠","Y","","Y"
"385",380561,380561,380561,"7511dd09-9ba5-4869-b51b-fe25b2b63e44","species","Mammalia","哺乳綱","Chiroptera","翼手目","Rhinolophidae","蹄鼻蝠科","Rhinolophus","菊頭蝠屬","Rhinolophus formosae","臺灣大蹄鼻蝠","Y","",""
"386",380562,380562,380562,"48f298c6-4b25-488a-9308-c05da7c81d51","species","Mammalia","哺乳綱","Chiroptera","翼手目","Rhinolophidae","蹄鼻蝠科","Rhinolophus","菊頭蝠屬","Rhinolophus monoceros","臺灣小蹄鼻蝠","Y","",""
"387",380563,380563,380563,"aafc551d-aee2-495a-b381-2014df4a1e33","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Arielulus","蝠屬","Arielulus torquatus","黃頸蝠","Y","",""
"388",380564,380564,380564,"d7b4cff9-4cca-46bb-996d-571f37fcdd0b","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Barbastella","寬耳蝠屬","Barbastella leucomelas","寬耳蝠","","",""
"389",380565,380565,380565,"1ec16df2-ae13-4bdb-a0f5-0c235aa0476e","infraspecies","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Eptesicus","棕蝠屬","Eptesicus serotinus horikawai","崛川氏棕蝠","Y","",""
"390",380566,380566,380566,"02226548-3724-4043-beee-ea24b83df50a","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Harpiocephalus","毛翼管鼻蝠屬","Harpiocephalus harpia","毛翼管鼻蝠","","",""
"391",380567,380567,380567,"defdb390-c490-4c12-81d3-756979b9c5dd","infraspecies","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Miniopterus","長翼蝠屬","Miniopterus schreibersii fuliginosus","東亞摺翅蝠","","",""
"392",380568,380568,380568,"291a93e2-a46c-4706-8880-31d53ad069aa","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Murina","管鼻蝠屬","Murina puta","臺灣管鼻蝠","Y","",""
"393",380570,380570,380570,"fbb95e2f-9784-42f5-ae05-3a3fd2daef7a","infraspecies","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Myotis","鼠耳蝠屬","Myotis rufoniger watasei","渡瀨氏鼠耳蝠","Y","",""
"394",380572,380572,380572,"5ef1f347-a86c-4942-a81c-4840927ca2cd","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Myotis","鼠耳蝠屬","Myotis laniger","白腹鼠耳蝠","","",""
"395",380575,380575,380575,"972e9adb-b068-4169-b97d-bef9eac71825","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Pipistrellus","家蝠屬","Pipistrellus abramus","東亞家蝠","","",""
"396",380576,380576,380576,"6057b08a-9292-4858-b69b-97ca6f636b7d","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Plecotus","長耳蝠屬","Plecotus taivanus","臺灣長耳蝠","Y","",""
"397",380577,380577,380577,"5de000d1-14ae-4ce2-ac01-67ee81ba6995","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Scotophilus","高頭蝠屬","Scotophilus kuhlii","高頭蝠","","",""
"398",380578,380578,380578,"d24d4734-c348-4e9b-b1c8-cfeb4b1b31dd","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Vespertilio","蝙蝠屬","Vespertilio sinensis","霜毛蝠","","",""
"399",380580,380580,380580,"bf3f11ab-ffc4-4d05-a191-ca3f1a8dc493","species","Mammalia","哺乳綱","Soricomorpha","鼩形目","Soricidae","尖鼠科","Chimarrogale","水麝鼩屬","Chimarrogale himalayica","水鼩","","","Y"
"400",380586,380586,380586,"b7fb0967-2cfd-4961-8409-d50ed5c035a9","species","Mammalia","哺乳綱","Soricomorpha","鼩形目","Soricidae","尖鼠科","Suncus","臭鼩屬","Suncus murinus","臭鼩","","",""
"401",380587,380587,380587,"d27ae413-a183-4fe6-8313-67527cd7965d","infraspecies","Mammalia","哺乳綱","Soricomorpha","鼩形目","Talpidae","鼴鼠科","Mogera","鼴鼠屬","Mogera insularis insularis","臺灣鼴鼠","Y","",""
"402",380588,380588,380588,"ff4608e3-4fc3-4db5-824f-ccfb3b6bbf0b","infraspecies","Mammalia","哺乳綱","Lagomorpha","兔形目","Leporidae","兔科","Lepus","兔屬","Lepus sinensis formosus","臺灣野兔","Y","",""
"403",380589,380589,380589,"806fa9d6-73f9-4755-beb6-199f7b4fb990","infraspecies","Mammalia","哺乳綱","Pholidota","鱗甲目","Manidae","穿山甲科","Manis","穿山甲屬","Manis pentadactyla pentadactyla","穿山甲","Y","","Y"
"404",380590,380590,380590,"1ef26ce6-3221-41a6-bd30-46ce27bf49c6","species","Mammalia","哺乳綱","Primates","靈長目","Cercopithecidae","獼猴科","Macaca","獼猴屬","Macaca cyclopis","臺灣獼猴","Y","",""
"405",380591,380591,380591,"e882a3b5-7cdd-4469-84e8-9bad36ee1008","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Muridae","鼠科","Apodemus","姬鼠屬","Apodemus agrarius","赤背條鼠","","",""
"406",380592,380592,380592,"68018d1d-450b-4192-a8b6-052ed439aa59","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Muridae","鼠科","Apodemus","姬鼠屬","Apodemus semotus","臺灣森鼠","Y","",""
"407",380593,380593,380593,"d7fafa45-746e-4dce-97ef-519e47407523","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Muridae","鼠科","Bandicota","板齒鼠屬","Bandicota indica","鬼鼠","","",""
"408",380594,380594,380594,"92f6f0db-3fda-4fa1-bc81-d6ce529ceb0d","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Cricetidae","倉鼠科","Eothenomys","絨鼠屬","Eothenomys melanogaster","黑腹絨鼠","","",""
"409",380595,380595,380595,"3ea8055e-5d95-4b84-ad96-4e48b849a9c3","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Muridae","鼠科","Micromys","巢鼠屬","Micromys minutus","巢鼠","","",""
"410",380596,380596,380596,"3c2ebbcf-3e4d-44f1-93f3-fc74ff493023","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Cricetidae","倉鼠科","Microtus","田鼠屬","Microtus kikuchii","臺灣高山田鼠","Y","",""
"411",380597,380597,380597,"4dee6592-1c03-4a49-b485-73b05366e99d","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Muridae","鼠科","Mus","小鼠屬","Mus caroli","田鼷鼠","","",""
"412",380598,380598,380598,"dd2c5271-02b4-4441-91f5-e6b4b0dc0116","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Muridae","鼠科","Mus","小鼠屬","Mus musculus","家鼷鼠","","",""
"413",380600,380600,380600,"4b0de2e1-3476-40a2-a5c4-63c12dc43044","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Muridae","鼠科","Niviventer","白腹鼠屬","Niviventer culturatus","高山白腹鼠","Y","",""
"414",380601,380601,380601,"42ac4e1f-aec4-4d1b-ba51-7cfa1427b216","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Muridae","鼠科","Rattus","家鼠屬","Rattus losea","小黃腹鼠","","",""
"415",380602,380602,380602,"f4f37c2f-c263-440f-8bcd-8ce505c876df","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Muridae","鼠科","Rattus","家鼠屬","Rattus norvegicus","溝鼠","","",""
"416",380603,380603,380603,"607da5d5-b2ee-41c8-b179-6f9219f9c3dd","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Muridae","鼠科","Rattus","家鼠屬","Rattus rattus","玄鼠","","",""
"417",380604,380604,380604,"c7fa2e1e-789f-4424-9978-8462dfaccf10","infraspecies","Mammalia","哺乳綱","Rodentia","嚙齒目","Sciuridae","松鼠科","Belomys","毛耳飛鼠屬","Belomys pearsonii kaleensis","小鼯鼠","Y","",""
"418",380605,380605,380605,"ebffab32-e2f6-49a1-93eb-a35ea6dd5f39","infraspecies","Mammalia","哺乳綱","Rodentia","嚙齒目","Sciuridae","松鼠科","Callosciurus","麗松鼠屬","Callosciurus erythraeus thaiwanensis","赤腹松鼠","","",""
"419",380606,380606,380606,"ecacc4d1-1d69-4c62-8129-e1b6c49dbc91","infraspecies","Mammalia","哺乳綱","Rodentia","嚙齒目","Sciuridae","松鼠科","Dremomys","長吻松鼠屬","Dremomys pernyi owstoni","長吻松鼠","Y","",""
"420",380607,380607,380607,"996a8f52-bc64-4893-bd37-945b53229dcb","infraspecies","Mammalia","哺乳綱","Rodentia","嚙齒目","Sciuridae","松鼠科","Petaurista","鼯鼠屬","Petaurista alborufus lena","白面鼯鼠","Y","",""
"421",380608,380608,380608,"04f92af0-f2f9-45d8-8c99-a957620f022b","infraspecies","Mammalia","哺乳綱","Rodentia","嚙齒目","Sciuridae","松鼠科","Petaurista","鼯鼠屬","Petaurista philippensis grandis","大赤鼯鼠","Y","",""
"422",380609,380609,380609,"c02dc244-6ec4-40bf-bc35-5493d7390081","infraspecies","Mammalia","哺乳綱","Rodentia","嚙齒目","Sciuridae","松鼠科","Tamiops","花松鼠屬","Tamiops maritimus formosanus","條紋松鼠","Y","",""
"423",380610,380610,380610,"a1148186-eaa1-482a-931f-7b26c9d96a7a","species","Reptilia","爬蟲綱","Testudines","龜鱉目","Geoemydidae","地龜科","Mauremys","石龜屬","Mauremys reevesii","金龜","","","Y"
"424",380611,380611,380611,"6e4ebaf6-7bcc-4962-9b76-6c03cca192f6","species","Reptilia","爬蟲綱","Testudines","龜鱉目","Geoemydidae","地龜科","Cuora","","Cuora flavomarginata","食蛇龜","Y","","Y"
"425",380612,380612,380612,"4b94bfc5-86cf-4c04-a358-83da85980619","species","Reptilia","爬蟲綱","Testudines","龜鱉目","Geoemydidae","地龜科","Mauremys","石龜屬","Mauremys mutica","柴棺龜","","","Y"
"426",380614,380614,380614,"9ca257ce-5c90-412c-9558-d0c692e65571","species","Reptilia","爬蟲綱","Testudines","龜鱉目","Cheloniidae","蠵龜科","Caretta","蠵龜屬","Caretta caretta","赤蠵龜","","","Y"
"427",380615,380615,380615,"9ceb18ee-2e88-40c6-84aa-079de58c2c6c","species","Reptilia","爬蟲綱","Testudines","龜鱉目","Cheloniidae","蠵龜科","Chelonia","海龜屬","Chelonia mydas","綠蠵龜","","","Y"
"428",380616,380616,380616,"ecc9e451-b816-4792-bac6-983e5e633a71","species","Reptilia","爬蟲綱","Testudines","龜鱉目","Cheloniidae","蠵龜科","Eretmochelys","玳瑁屬","Eretmochelys imbricata","玳瑁","","","Y"
"429",380617,380617,380617,"82b23908-a037-4198-b8f2-9dc5197d8493","species","Reptilia","爬蟲綱","Testudines","龜鱉目","Cheloniidae","蠵龜科","Lepidochelys","麗龜屬","Lepidochelys olivacea","欖蠵龜","","","Y"
"430",380618,380618,380618,"1acef1e4-9f24-4f9c-8ab1-f4ded3437a5f","species","Reptilia","爬蟲綱","Testudines","龜鱉目","Dermochelyidae","革龜科","Dermochelys","革龜屬","Dermochelys coriacea","革龜","","","Y"
"431",380620,380620,380620,"c12abbb0-3792-44b9-bbb7-8923cfb9fd4f","species","Reptilia","爬蟲綱","Testudines","龜鱉目","Trionychidae","鱉科","Pelodiscus","鱉屬","Pelodiscus sinensis","中華鱉","","",""
"432",380621,380621,380621,"5adb8be0-5410-4922-9f12-daa700c37f14","species","Reptilia","爬蟲綱","Squamata","有鱗目","Agamidae","飛蜥科","Japalura","龍蜥屬","Japalura brevipes","短肢攀蜥","Y","","Y"
"433",380622,380622,380622,"b4a0f603-12e1-4f0e-8560-450ed055fa09","species","Reptilia","爬蟲綱","Squamata","有鱗目","Agamidae","飛蜥科","Japalura","龍蜥屬","Japalura luei","呂氏攀蜥","Y","","Y"
"434",380623,380623,380623,"56fd8f78-9bf8-4197-8453-a2db4b817962","species","Reptilia","爬蟲綱","Squamata","有鱗目","Agamidae","飛蜥科","Japalura","龍蜥屬","Japalura makii","牧氏攀蜥","Y","","Y"
"435",380624,380624,380624,"54928bdc-7184-42c1-bc5a-b36532784799","infraspecies","Reptilia","爬蟲綱","Squamata","有鱗目","Agamidae","飛蜥科","Japalura","龍蜥屬","Japalura polygonata xanthostoma","黃口攀蜥","","",""
"436",380625,380625,380625,"e4552802-d7c0-450f-af17-2a7a85328b86","species","Reptilia","爬蟲綱","Squamata","有鱗目","Agamidae","飛蜥科","Japalura","龍蜥屬","Japalura swinhonis","斯文豪氏攀蜥","Y","",""
"437",380627,380627,380627,"6b3d895e-4eb2-45d2-b88d-a2d2342c8c6e","species","Reptilia","爬蟲綱","Squamata","有鱗目","Anguidae","蛇蜥科","Dopasia","","Dopasia harti","哈特氏蛇蜥","","","Y"
"438",380628,380628,380628,"d348ba61-0bed-467a-a2b3-4bb7b4a826f0","species","Reptilia","爬蟲綱","Squamata","有鱗目","Xenodermatidae","閃皮蛇科","Achalinus","","Achalinus formosanus","臺灣標蛇","","",""
"439",380629,380629,380629,"2c477dd1-88b2-49d3-b072-8a72bf225ad7","species","Reptilia","爬蟲綱","Squamata","有鱗目","Xenodermatidae","閃皮蛇科","Achalinus","","Achalinus niger","標蛇","Y","",""
"440",380630,380630,380630,"00f89f81-f5dd-4593-b9cf-2fd5bd429694","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Amphiesma","腹鏈蛇屬","Amphiesma miyajimae","金絲蛇","Y","","Y"
"441",380631,380631,380631,"89bf77af-cc15-44f6-bff4-a12ee7a03900","infraspecies","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Amphiesma","腹鏈蛇屬","Amphiesma sauteri sauteri","梭德氏游蛇","","",""
"442",380632,380632,380632,"8be06967-5e75-409e-b385-370f62584df9","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Amphiesma","腹鏈蛇屬","Amphiesma stolatum","花浪蛇","","",""
"443",380633,380633,380633,"3befed95-7127-4a55-93e4-fb9d4625125b","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Boiga","林蛇屬","Boiga kraepelini","大頭蛇","","",""
"444",380634,380634,380634,"774fb097-6a9c-4e9e-82ed-cb83fc287d6c","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Calamaria","兩頭蛇屬","Calamaria pavimentata","鐵線蛇","","",""
"445",380635,380635,380635,"a5ebe9d2-8bc9-454d-92fa-6d4720587a58","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Cyclophiops","翠青蛇屬","Cyclophiops major","青蛇","","",""
"446",380636,380636,380636,"a8553e83-ae11-49e0-9867-0cfb0fe2a6e0","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Lycodon","白環蛇屬","Lycodon rufozonatus","紅斑蛇","","",""
"447",380637,380637,380637,"51cbc525-33be-4ffa-a5b3-ae081ab93733","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Elaphe","錦蛇屬","Elaphe carinata","王錦蛇","","",""
"448",380642,380642,380642,"acffe805-822f-4fce-bfd8-fdd8bd096319","species","Reptilia","爬蟲綱","Squamata","有鱗目","Homalopsidae","水蛇科","Myrrophis","","Myrrophis chinensis","唐水蛇","","","Y"
"449",380643,380643,380643,"d08669ba-8e9e-4d01-b96e-4265d17bc96d","species","Reptilia","爬蟲綱","Squamata","有鱗目","Homalopsidae","水蛇科","Enhydris","水蛇屬","Enhydris plumbea","鉛色水蛇","","","Y"
"450",380644,380644,380644,"1bc162c5-fbaf-4be3-b925-843da235a6b6","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Lycodon","白環蛇屬","Lycodon ruhstrati","白梅花蛇","","",""
"451",380645,380645,380645,"47978396-8340-4201-a766-c3c79e9bd4c1","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Macropisthodon","頸稜蛇屬","Macropisthodon rudis","擬龜殼花","","",""
"452",380646,380646,380646,"30201913-8f51-41ab-b7b1-33ef7c228dfb","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Oligodon","小頭蛇屬","Oligodon formosanus","赤背松柏根","","",""
"453",380647,380647,380647,"5b386059-7265-4039-9239-43bb49235fdc","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Oligodon","小頭蛇屬","Oligodon ornatus","赤腹松柏根","","",""
"454",380648,380648,380648,"36df148e-4ab3-4570-987d-3ac6697a1f81","species","Reptilia","爬蟲綱","Squamata","有鱗目","Pareatidae","鈍頭蛇科","Pareas","鈍頭蛇屬","Pareas formosensis","臺灣鈍頭蛇","Y","",""
"455",380649,380649,380649,"e1dd4255-153a-46a5-bc94-4af831c4331b","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Plagiopholis","頸斑蛇屬","Plagiopholis styani","福建頸斑蛇","","",""
"456",380650,380650,380650,"a8a7d3a2-76b2-4f91-925f-6e7028150446","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Psammodynastes","紫沙蛇屬","Psammodynastes pulverulentus","茶斑蛇","","",""
"457",380651,380651,380651,"938b3d6e-65cc-44b3-a0f5-f3de6cc57ef0","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Pseudoxenodon","","Pseudoxenodon stejnegeri","史丹吉氏斜鱗蛇","","",""
"458",380652,380652,380652,"34b52900-53c4-422f-b353-5d2de3f1f60f","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Ptyas","鼠蛇屬","Ptyas korros","細紋南蛇","","",""
"459",380653,380653,380653,"d0a1fd02-c836-4e09-8f06-287438b6bcc5","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Ptyas","鼠蛇屬","Ptyas mucosus","南蛇","","",""
"460",380654,380654,380654,"4b1343f3-89a6-484f-bad3-76956a3776de","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Rhabdophis","頸槽蛇屬","Rhabdophis swinhonis","斯文豪氏游蛇","Y","","Y"
"461",380655,380655,380655,"6c246f9d-d2c8-49a5-9535-13ba45b62cb2","infraspecies","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Rhabdophis","頸槽蛇屬","Rhabdophis tigrinus formosanus","虎斑頸槽蛇臺灣亞種","","",""
"462",380656,380656,380656,"c35a686b-be3e-4cb5-8502-238920a34c28","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Sibynophis","劍蛇屬","Sibynophis chinensis","黑頭蛇","","",""
"463",380657,380657,380657,"1638a432-d2fd-473f-bac2-5c1fe2a70c20","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Sinonatrix","華遊蛇屬","Sinonatrix annularis","赤腹游蛇","","","Y"
"464",380658,380658,380658,"becab61b-4ad1-4e86-861d-8cc74d78a9f5","infraspecies","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Sinonatrix","華遊蛇屬","Sinonatrix percarinata suriki","白腹游蛇","","",""
"465",380659,380659,380659,"b065f5f5-3bee-482b-9f1a-6015fcac5b19","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Xenochrophis","漁遊蛇屬","Xenochrophis piscator","草花蛇","","",""
"466",380660,380660,380660,"1e9afb42-367f-471d-af20-50b7011c9e40","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Zaocys","烏梢蛇屬","Zaocys dhumnades","過山刀","","",""
"467",380661,380661,380661,"3acaf9a3-16e8-4d2d-be7b-b1d8fa293456","species","Reptilia","爬蟲綱","Squamata","有鱗目","Elapidae","蝙蝠蛇科","Bungarus","環蛇屬","Bungarus multicinctus","雨傘節","","","Y"
"468",380664,380664,380664,"4eb2f8d6-c656-452a-8fcf-bf34d9f6f2a4","species","Reptilia","爬蟲綱","Squamata","有鱗目","Elapidae","蝙蝠蛇科","Naja","眼鏡蛇屬","Naja atra","眼鏡蛇","","","Y"
"469",380665,380665,380665,"74a5b53d-11b7-4740-955d-6587995d5793","species","Reptilia","爬蟲綱","Squamata","有鱗目","Gekkonidae","壁虎科","Gehyra","截趾虎屬","Gehyra mutilata","裂足虎","","",""
"470",380666,380666,380666,"afc11993-46ea-4304-9c05-ff0198ccf250","species","Reptilia","爬蟲綱","Squamata","有鱗目","Gekkonidae","壁虎科","Gekko","壁虎屬","Gekko hokouensis","鉛山壁虎","","",""
"471",380667,380667,380667,"b918cdac-a9ef-4f60-b396-d3cad83ef45c","species","Reptilia","爬蟲綱","Squamata","有鱗目","Gekkonidae","壁虎科","Gekko","壁虎屬","Gekko kikuchii","菊池氏壁虎","Y","","Y"
"472",380668,380668,380668,"9c16eaf2-fda5-4392-8eaf-7586b6270c08","species","Reptilia","爬蟲綱","Squamata","有鱗目","Gekkonidae","壁虎科","Hemidactylus","蜥虎屬","Hemidactylus bowringii","無疣蝎虎","","",""
"473",380669,380669,380669,"381bf2ce-6ad3-4a01-a6ae-e03d1eb7d60d","species","Reptilia","爬蟲綱","Squamata","有鱗目","Gekkonidae","壁虎科","Hemidactylus","蜥虎屬","Hemidactylus frenatus","疣尾蝎虎","","",""
"474",380670,380670,380670,"daa5fdb7-8165-4b29-aded-dd4b0265b001","species","Reptilia","爬蟲綱","Squamata","有鱗目","Gekkonidae","壁虎科","Hemidactylus","蜥虎屬","Hemidactylus garnotii","鋸尾蝎虎","","",""
"475",380671,380671,380671,"82cea777-387b-4f49-ab58-01ffe24d055e","species","Reptilia","爬蟲綱","Squamata","有鱗目","Gekkonidae","壁虎科","Hemidactylus","蜥虎屬","Hemidactylus stejnegeri","史丹吉氏蝎虎","","",""
"476",380672,380672,380672,"eea05d43-5895-4d78-a647-397b351e274b","species","Reptilia","爬蟲綱","Squamata","有鱗目","Gekkonidae","壁虎科","Hemiphyllodactylus","半葉趾虎屬","Hemiphyllodactylus typus","半葉趾蝎虎","","",""
"477",380673,380673,380673,"829f3f60-a99e-418d-b771-8989e34f62b3","species","Reptilia","爬蟲綱","Squamata","有鱗目","Gekkonidae","壁虎科","Lepidodactylus","鱗趾虎屬","Lepidodactylus lugubris","鱗趾虎","","",""
"478",380674,380674,380674,"6b9bc28a-2fce-4322-83bf-1020c36030a0","species","Reptilia","爬蟲綱","Squamata","有鱗目","Gekkonidae","壁虎科","Lepidodactylus","鱗趾虎屬","Lepidodactylus yami","雅美鱗趾虎","Y","","Y"
"479",380675,380675,380675,"c0d90c23-e84e-47e3-b0e6-84c8bfa794e8","species","Reptilia","爬蟲綱","Squamata","有鱗目","Elapidae","蝙蝠蛇科","Emydocephalus","","Emydocephalus ijimae","飯島氏海蛇","","",""
